Symbol,Company Name,Txn Type,Txn Date/Time, Gross Leverage, Net Leverage,# Shares,Price,Txn Value,Portfolio # Shares,Portfolio Value,Commission,Slippage(10BPS),Comments
_CASH,_CASH,Cash Deposit,2012-01-03 09:30:00,,,,,1000000,,
GOOG,GOOG,Buy,2012-01-20 16:00:00,0.99574754,0.99574754,846.0,585.99,495747.54,846.0,995747.54,0.0,0.0,
GOOG,GOOG,Buy,2012-01-23 16:00:00,0.999850120405,0.999850120405,7.0,585.52,4098.64,853.0,999452.56,0.0,0.0,
GOOG,GOOG,Buy,2012-01-25 16:00:00,0.999642083684,0.999642083684,6.0,569.49,3416.94,859.0,985575.91,0.0,0.0,
GOOG,GOOG,Buy,2012-01-26 16:00:00,0.999561831258,0.999561831258,4.0,568.1,2272.4,863.0,984303.3,0.0,0.0,
GOOG,GOOG,Buy,2012-01-27 16:00:00,0.999636678751,0.999636678751,1.0,579.98,579.98,864.0,994625.72,0.0,0.0,
GOOG,GOOG,Sell,2012-01-30 16:00:00,0.999885247728,0.999885247728,-5.0,577.69,-2888.45,859.0,992894.71,0.0,0.0,
GOOG,GOOG,Sell,2012-01-31 16:00:00,0.9996890826,0.9996890826,-4.0,580.11,-2320.44,855.0,994778.05,0.0,0.0,
GOOG,GOOG,Sell,2012-02-01 16:00:00,0.999933494227,0.999933494227,-1.0,580.83,-580.83,854.0,995636.82,0.0,0.0,
GOOG,GOOG,Sell,2012-02-03 16:00:00,0.999397516229,0.999397516229,-5.0,596.33,-2981.65,849.0,1008332.17,0.0,0.0,
GOOG,GOOG,Sell,2012-02-06 16:00:00,0.999436992505,0.999436992505,-3.0,609.09,-1827.27,846.0,1019199.14,0.0,0.0,
GOOG,GOOG,Sell,2012-02-07 16:00:00,0.99973344745,0.99973344745,-8.0,606.77,-4854.16,838.0,1017539.26,0.0,0.0,
GOOG,GOOG,Sell,2012-02-08 16:00:00,0.999746028878,0.999746028878,-1.0,609.85,-609.85,837.0,1020132.45,0.0,0.0,
GOOG,GOOG,Sell,2012-02-09 16:00:00,0.999934357024,0.999934357024,-2.0,611.46,-1222.92,835.0,1021672.1,0.0,0.0,
GOOG,GOOG,Sell,2012-02-10 16:00:00,0.994814841718,0.994814841718,-277.0,605.91,-167837.07,558.0,1011831.07,0.0,0.0,
XOM,XOM,Buy,2012-02-10 16:00:00,0.994814841718,0.994814841718,4041.0,82.69,334150.29,4041.0,1011831.07,0.0,0.0,
GOOG,GOOG,Buy,2012-02-13 16:00:00,0.999734184945,0.999734184945,2.0,612.2,1224.4,560.0,1022807.8,0.0,0.0,
XOM,XOM,Buy,2012-02-13 16:00:00,0.999734184945,0.999734184945,15.0,83.3,1249.5,4056.0,1022807.8,0.0,0.0,
GOOG,GOOG,Sell,2012-02-14 16:00:00,0.999437083598,0.999437083598,-1.0,609.76,-609.76,559.0,1022151.64,0.0,0.0,
GOOG,GOOG,Buy,2012-02-15 16:00:00,0.999970280576,0.999970280576,1.0,605.56,605.56,560.0,1018159.05,0.0,0.0,
XOM,XOM,Sell,2012-02-15 16:00:00,0.999970280576,0.999970280576,-11.0,83.01,-913.11,4045.0,1018159.05,0.0,0.0,
GOOG,GOOG,Buy,2012-02-16 16:00:00,0.999722170148,0.999722170148,5.0,606.52,3032.6,565.0,1023579.6,0.0,0.0,
XOM,XOM,Sell,2012-02-16 16:00:00,0.999722170148,0.999722170148,-10.0,84.28,-842.8,4035.0,1023579.6,0.0,0.0,
GOOG,GOOG,Sell,2012-02-17 16:00:00,0.997112243168,0.997112243168,-565.0,604.64,-341621.6,0.0,1020693.16,0.0,0.0,
XOM,XOM,Buy,2012-02-17 16:00:00,0.997112243168,0.997112243168,1949.0,84.49,164671.01,5984.0,1020693.16,0.0,0.0,
XOM,XOM,Buy,2012-02-21 16:00:00,0.999940255399,0.999940255399,18.0,85.42,1537.56,6002.0,1029152.84,0.0,0.0,
XOM,XOM,Sell,2012-02-22 16:00:00,0.999944682276,0.999944682276,-28.0,85.77,-2401.56,5974.0,1031257.98,0.0,0.0,
XOM,XOM,Buy,2012-02-23 16:00:00,0.999926137143,0.999926137143,9.0,85.87,772.83,5983.0,1031836.21,0.0,0.0,
XOM,XOM,Sell,2012-02-24 16:00:00,0.999965098524,0.999965098524,-27.0,86.18,-2326.86,5956.0,1033731.08,0.0,0.0,
XOM,XOM,Buy,2012-02-27 16:00:00,0.99998207358,0.99998207358,8.0,86.07,688.56,5964.0,1033093.48,0.0,0.0,
XOM,XOM,Sell,2012-02-28 16:00:00,0.999967568401,0.999967568401,-3.0,85.99,-257.97,5961.0,1032601.39,0.0,0.0,
XOM,XOM,Sell,2012-02-29 16:00:00,0.999938482913,0.999938482913,-8.0,85.35,-682.8,5953.0,1028756.55,0.0,0.0,
XOM,XOM,Buy,2012-03-01 16:00:00,0.999927074949,0.999927074949,34.0,85.68,2913.12,5987.0,1030709.16,0.0,0.0,
XOM,XOM,Sell,2012-03-02 16:00:00,0.997257636737,0.997257636737,-2000.0,85.19,-170380.0,3987.0,1025031.96,0.0,0.0,
CAT,CAT,Buy,2012-03-02 16:00:00,0.997257636737,0.997257636737,3053.0,111.31,339829.43,3053.0,1025031.96,0.0,0.0,
XOM,XOM,Buy,2012-03-05 16:00:00,0.99988374364,0.99988374364,7.0,85.86,601.02,3994.0,1023136.89,0.0,0.0,
CAT,CAT,Buy,2012-03-05 16:00:00,0.99988374364,0.99988374364,32.0,108.93,3485.76,3085.0,1023136.89,0.0,0.0,
XOM,XOM,Sell,2012-03-06 16:00:00,0.999797185365,0.999797185365,-62.0,84.72,-5252.64,3932.0,1005788.46,0.0,0.0,
CAT,CAT,Buy,2012-03-06 16:00:00,0.999797185365,0.999797185365,97.0,104.81,10166.57,3182.0,1005788.46,0.0,0.0,
XOM,XOM,Buy,2012-03-07 16:00:00,0.999949293814,0.999949293814,9.0,84.69,762.21,3941.0,1013237.21,0.0,0.0,
CAT,CAT,Sell,2012-03-07 16:00:00,0.999949293814,0.999949293814,-4.0,107.14,-428.56,3178.0,1013237.21,0.0,0.0,
XOM,XOM,Buy,2012-03-08 16:00:00,0.999895266293,0.999895266293,68.0,83.71,5692.28,4009.0,1015612.47,0.0,0.0,
CAT,CAT,Sell,2012-03-08 16:00:00,0.999895266293,0.999895266293,-69.0,109.12,-7529.28,3109.0,1015612.47,0.0,0.0,
GOOG,GOOG,Buy,2012-03-09 16:00:00,0.999868621463,0.999868621463,422.0,600.25,253305.5,422.0,1013274.4,0.0,0.0,
XOM,XOM,Sell,2012-03-09 16:00:00,0.999868621463,0.999868621463,-992.0,83.18,-82514.56,3017.0,1013274.4,0.0,0.0,
CAT,CAT,Sell,2012-03-09 16:00:00,0.999868621463,0.999868621463,-795.0,109.06,-86702.7,2314.0,1013274.4,0.0,0.0,
GOOG,GOOG,Buy,2012-03-12 16:00:00,0.998800721425,0.998800721425,144.0,605.15,87141.6,566.0,1015058.84,0.0,0.0,
XOM,XOM,Sell,2012-03-12 16:00:00,0.998800721425,0.998800721425,-3017.0,84.42,-254695.14,0.0,1015058.84,0.0,0.0,
CAT,CAT,Buy,2012-03-12 16:00:00,0.998800721425,0.998800721425,772.0,107.79,83213.88,3086.0,1015058.84,0.0,0.0,
GOOG,GOOG,Sell,2012-03-13 16:00:00,0.999428284953,0.999428284953,-6.0,617.78,-3706.68,560.0,1036165.01,0.0,0.0,
CAT,CAT,Buy,2012-03-13 16:00:00,0.999428284953,0.999428284953,25.0,112.11,2802.75,3111.0,1036165.01,0.0,0.0,
GOOG,GOOG,Buy,2012-03-14 16:00:00,0.999539484569,0.999539484569,2.0,615.99,1231.98,562.0,1032106.6,0.0,0.0,
CAT,CAT,Sell,2012-03-14 16:00:00,0.999539484569,0.999539484569,-53.0,111.09,-5887.77,3058.0,1032106.6,0.0,0.0,
GOOG,GOOG,Sell,2012-03-15 16:00:00,0.999736626335,0.999736626335,-1.0,621.13,-621.13,561.0,1038744.43,0.0,0.0,
CAT,CAT,Buy,2012-03-15 16:00:00,0.999736626335,0.999736626335,8.0,112.25,898.0,3066.0,1038744.43,0.0,0.0,
GOOG,GOOG,Sell,2012-03-16 16:00:00,0.999626894964,0.999626894964,-1.0,625.04,-625.04,560.0,1041221.54,0.0,0.0,
CAT,CAT,Sell,2012-03-16 16:00:00,0.999626894964,0.999626894964,-13.0,112.38,-1460.94,3053.0,1041221.54,0.0,0.0,
GOOG,GOOG,Sell,2012-03-19 16:00:00,0.999593887549,0.999593887549,-2.0,633.98,-1267.96,558.0,1046649.29,0.0,0.0,
CAT,CAT,Buy,2012-03-19 16:00:00,0.999593887549,0.999593887549,12.0,112.53,1350.36,3065.0,1046649.29,0.0,0.0,
GOOG,GOOG,Sell,2012-03-20 16:00:00,0.999568824136,0.999568824136,-7.0,633.49,-4434.43,551.0,1037342.53,0.0,0.0,
CAT,CAT,Buy,2012-03-20 16:00:00,0.999568824136,0.999568824136,41.0,109.59,4493.19,3106.0,1037342.53,0.0,0.0,
GOOG,GOOG,Sell,2012-03-21 16:00:00,0.999565051425,0.999565051425,-4.0,639.98,-2559.92,547.0,1035510.96,0.0,0.0,
CAT,CAT,Buy,2012-03-21 16:00:00,0.999565051425,0.999565051425,28.0,107.85,3019.8,3134.0,1035510.96,0.0,0.0,
GOOG,GOOG,Sell,2012-03-22 16:00:00,0.999417805203,0.999417805203,-8.0,646.05,-5168.4,539.0,1030721.05,0.0,0.0,
CAT,CAT,Buy,2012-03-22 16:00:00,0.999417805203,0.999417805203,76.0,105.31,8003.56,3210.0,1030721.05,0.0,0.0,
GOOG,GOOG,Sell,2012-03-23 16:00:00,0.99934069155,0.99934069155,-6.0,642.59,-3855.54,533.0,1033204.69,0.0,0.0,
CAT,CAT,Buy,2012-03-23 16:00:00,0.99934069155,0.99934069155,28.0,106.69,2987.32,3238.0,1033204.69,0.0,0.0,
GOOG,GOOG,Buy,2012-03-26 16:00:00,0.999718768864,0.999718768864,5.0,649.33,3246.65,538.0,1040132.74,0.0,0.0,
CAT,CAT,Sell,2012-03-26 16:00:00,0.999718768864,0.999718768864,-46.0,107.6,-4949.6,3192.0,1040132.74,0.0,0.0,
GOOG,GOOG,Sell,2012-03-27 16:00:00,0.999812904769,0.999812904769,-1.0,647.02,-647.02,537.0,1036817.98,0.0,0.0,
CAT,CAT,Buy,2012-03-27 16:00:00,0.999812904769,0.999812904769,5.0,106.92,534.6,3197.0,1036817.98,0.0,0.0,
GOOG,GOOG,Sell,2012-03-28 16:00:00,0.999694683225,0.999694683225,-4.0,655.76,-2623.04,533.0,1029370.28,0.0,0.0,
CAT,CAT,Buy,2012-03-28 16:00:00,0.999694683225,0.999694683225,23.0,103.16,2372.68,3220.0,1029370.28,0.0,0.0,
GOOG,GOOG,Sell,2012-03-29 16:00:00,0.99989144535,0.99989144535,-8.0,648.41,-5187.28,525.0,1031257.95,0.0,0.0,
CAT,CAT,Buy,2012-03-29 16:00:00,0.99989144535,0.99989144535,93.0,104.9,9755.7,3313.0,1031257.95,0.0,0.0,
GOOG,GOOG,Buy,2012-03-30 16:00:00,1.00131076421,1.00131076421,272.0,641.24,174417.28,797.0,1030611.28,0.0,0.0,
CAT,CAT,Sell,2012-03-30 16:00:00,1.00131076421,1.00131076421,-3313.0,105.4,-349190.2,0.0,1030611.28,0.0,0.0,
GOOG,GOOG,Buy,2012-04-02 16:00:00,0.999500594473,0.999500594473,5.0,646.92,3234.6,802.0,1033272.84,0.0,0.0,
GOOG,GOOG,Sell,2012-04-03 16:00:00,0.999419473477,0.999419473477,-3.0,642.62,-1927.86,799.0,1029742.38,0.0,0.0,
GOOG,GOOG,Buy,2012-04-04 16:00:00,0.99979754425,0.99979754425,5.0,635.15,3175.75,804.0,1024164.6,0.0,0.0,
GOOG,GOOG,Buy,2012-04-05 16:00:00,0.999837481126,0.999837481126,4.0,632.32,2529.28,808.0,1021930.56,0.0,0.0,
GOOG,GOOG,Sell,2012-04-09 16:00:00,0.998131228868,0.998131228868,-808.0,630.84,-509718.72,0.0,1018993.0,0.0,0.0,
_CASH,_CASH,Cash Deposit,2012-12-28 09:30:00,,,,,0,,